name,description,old_price,price,size,quantity_in_stock,category_id,image,age_gender,id,rating
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,S,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Kids,390,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,S,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Women,391,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,M,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Kids,392,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,M,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Women,393,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,L,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Kids,394,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,L,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Women,395,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,XL,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Kids,396,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,XL,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Women,397,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,XXL,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Kids,398,0.0
Antique Silver Oxidized Ethnic Indian Wedding Bollywood Afghani Choker Necklace,Beautiful Look at One Glance with Intricate High Polish create Glamorous Reflections and adds Luxurious Look.,,9823310.0,XXL,1,3,https://m.media-amazon.com/images/I/71ZWpd2FEFL._AC_SL1500_.jpg,Women,399,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,S,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Babies,400,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,S,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Kids,401,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,S,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Women,402,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,M,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Babies,403,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,M,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Kids,404,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,M,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Women,405,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,L,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Babies,406,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,L,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Kids,407,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,L,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Women,408,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,XL,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Babies,409,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,XL,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Kids,410,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,XL,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Women,411,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,XXL,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Babies,412,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,XXL,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Kids,413,0.0
Silver Adored Folded Love Heart & Diamond Bangle Bracelet,An expandable sterling silver bangle featuring two folded hearts and a solitaire diamond inset.,,3415370.0,XXL,1,3,https://m.media-amazon.com/images/I/41E6O3Rou4L._SL1200_.jpg,Women,414,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,S,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Babies,415,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,S,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Kids,416,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,S,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Women,417,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,M,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Babies,418,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,M,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Kids,419,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,M,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Women,420,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,L,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Babies,421,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,L,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Kids,422,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,L,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Women,423,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,XL,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Babies,424,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,XL,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Kids,425,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,XL,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Women,426,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,XXL,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Babies,427,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,XXL,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Kids,428,0.0
Precious Pieces .925 Sterling Silver Classic Baby Bangle Bracelet,"Timeless jewelry for girls and make special gifts for a friend, sister, spouse or a special occasion gift.",,1487899.0,XXL,1,3,https://m.media-amazon.com/images/I/71rpaxkdxXL._AC_SL1500_.jpg,Women,429,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,S,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Babies,430,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,S,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Kids,431,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,M,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Babies,432,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,M,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Kids,433,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,L,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Babies,434,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,L,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Kids,435,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,XL,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Babies,436,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,XL,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Kids,437,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,XXL,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Babies,438,0.0
White Simulated Pearl Small Cross Bracelet,This delicately crafted bracelet is carefully designed for children with comfort and safety in mind.,,1045842.0,XXL,1,3,https://m.media-amazon.com/images/I/416VJWkgdPL._AC_SL1001_.jpg,Kids,439,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,S,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Babies,440,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,S,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Kids,441,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,M,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Babies,442,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,M,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Kids,443,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,L,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Babies,444,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,L,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Kids,445,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,XL,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Babies,446,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,XL,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Kids,447,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,XXL,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Babies,448,0.0
Pure orignal Silver strelling baby and kids,"This delicately crafted bracelet is carefully designed for children with comfort and safety in mind. This piece of jewellery is a perfect gift for Anniversaries, Holiday, Birthdays, Graduation or just as a surprise to that special someone",,1391602.0,XXL,1,3,https://m.media-amazon.com/images/I/51j4DCn8nRL._SS400_.jpg,Kids,449,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,S,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Babies,450,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,S,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Kids,451,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,S,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Women,452,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,M,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Babies,453,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,M,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Kids,454,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,M,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Women,455,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,L,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Babies,456,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,L,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Kids,457,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,L,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Women,458,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,XL,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Babies,459,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,XL,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Kids,460,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,XL,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Women,461,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,XXL,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Babies,462,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,XXL,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Kids,463,0.0
Gold Plated Extra Small Round Cubic Zirconia Screw Back Earrings 2mm,Extra small gold plated earrings with 2mm round clear CZ stone crafted in finest materials and with ASTM F2923 compliance to be 100% safe for sensitive skin and are fastened with safety screw-backs for added comfort and security.,,634753.0,XXL,1,3,https://m.media-amazon.com/images/I/41kUYKr+lJL._AC_SL1001_.jpg,Women,464,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,S,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Babies,465,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,S,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Kids,466,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,S,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Women,467,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,M,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Babies,468,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,M,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Kids,469,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,M,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Women,470,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,L,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Babies,471,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,L,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Kids,472,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,L,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Women,473,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,XL,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Babies,474,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,XL,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Kids,475,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,XL,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Women,476,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,XXL,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Babies,477,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,XXL,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Kids,478,0.0
Yellow Chimes Unicorn Jewellery Set,"Beautiful Looks at One Glance- Specially designed for teen girls, Perfect accessory for Kids on all occasions. Perfect Gift for girls, She Will Love Them",,233424.0,XXL,1,3,https://m.media-amazon.com/images/I/61yS-fi5tLS._SS400_.jpg,Women,479,0.0
Fancy Stylish Rings Valentine Gift for Boyfriend,Meenaz Men Jewellery Black Stainless Steel Ring for Men Boys Fancy Stylish Rings Valentine Gift for Boyfriend -MR901,,229539.0,S,1,3,https://m.media-amazon.com/images/I/61qOupsO6HL._SS400_.jpg,Kids,480,0.0
Fancy Stylish Rings Valentine Gift for Boyfriend,Meenaz Men Jewellery Black Stainless Steel Ring for Men Boys Fancy Stylish Rings Valentine Gift for Boyfriend -MR901,,229539.0,S,1,3,https://m.media-amazon.com/images/I/61qOupsO6HL._SS400_.jpg,Men,481,0.0
Fancy Stylish Rings Valentine Gift for Boyfriend,Meenaz Men Jewellery Black Stainless Steel Ring for Men Boys Fancy Stylish Rings Valentine Gift for Boyfriend -MR901,,229539.0,M,1,3,https://m.media-amazon.com/images/I/61qOupsO6HL._SS400_.jpg,Kids,482,0.0
Fancy Stylish Rings Valentine Gift for Boyfriend,Meenaz Men Jewellery Black Stainless Steel Ring for Men Boys Fancy Stylish Rings Valentine Gift for Boyfriend -MR901,,229539.0,M,1,3,https://m.media-amazon.com/images/I/61qOupsO6HL._SS400_.jpg,Men,483,0.0
Fancy Stylish Rings Valentine Gift for Boyfriend,Meenaz Men Jewellery Black Stainless Steel Ring for Men Boys Fancy Stylish Rings Valentine Gift for Boyfriend -MR901,,229539.0,L,1,3,https://m.media-amazon.com/images/I/61qOupsO6HL._SS400_.jpg,Kids,484,0.0
Fancy Stylish Rings Valentine Gift for Boyfriend,Meenaz Men Jewellery Black Stainless Steel Ring for Men Boys Fancy Stylish Rings Valentine Gift for Boyfriend -MR901,,229539.0,L,1,3,https://m.media-amazon.com/images/I/61qOupsO6HL._SS400_.jpg,Men,485,0.0
Fancy Stylish Rings Valentine Gift for Boyfriend,Meenaz Men Jewellery Black Stainless Steel Ring for Men Boys Fancy Stylish Rings Valentine Gift for Boyfriend -MR901,,229539.0,XL,1,3,https://m.media-amazon.com/images/I/61qOupsO6HL._SS400_.jpg,Kids,486,0.0
